Opening Hours,Popular Dishes,Detailed Address
"['Mon: 11:30 AM - 12:00 AM (Next day)', 'Tue: 11:30 AM - 12:00 AM (Next day)', 'Wed: 11:30 AM - 12:00 AM (Next day)', 'Thu: 11:30 AM - 12:00 AM (Next day)', 'Fri: 12:00 PM - 1:00 AM (Next day)', 'Sat: 12:00 PM - 1:00 AM (Next day)', 'Sun: Closed']",[],"1026 Castle Hill AveThe Bronx, NY 10472"
[],"['Bun Dau Mam Tom', 'Raw Surf Clam Salad', 'Fried Tofu', 'Blood Sausage', 'Mussel Sausage', 'Sticky Rice Sausage', 'Chicken Feet', 'Bun Dau Dac Biet', 'Sausage Stuffed Snails', 'Cuon Diep', 'Fried Eggplant', 'Eggplant and Snail Wrap']","70 Forsyth StNew York, NY 10002"
"['Mon: 8:00 AM - 8:00 PM', 'Tue: 8:00 AM - 8:00 PM', 'Wed: 8:00 AM - 8:00 PM', 'Thu: 8:00 AM - 8:00 PM', 'Fri: 8:00 AM - 8:00 PM', 'Sat: 11:00 AM - 8:00 PM', 'Sun: Closed']","['Oxtail', 'Jerk Chicken', 'Jerk Wings']","1111 E Tremont AveBronx, NY 10460"
"['Mon: 1:00 PM - 9:00 PM', 'Tue: 1:00 PM - 9:00 PM', 'Wed: 1:00 PM - 9:00 PM', 'Thu: 1:00 PM - 9:00 PM', 'Fri: 1:00 PM - 10:00 PM', 'Sat: 1:00 PM - 10:00 PM', 'Sun: 12:00 PM - 9:00 PM']","['Bronx Burger Dog', 'Cowboy Burger', 'Mexican Burger', 'Old English Burger', 'Quesadilla', 'Bronx Bomber', 'Pony Burger', 'New York Dog', 'Empanadas', 'Veggie Burger', 'Pony Bacon Cheeseburger', 'Fried Calamari']","5816 Mosholu AveBronx, NY 10471"
"['Mon: Closed', 'Tue: 6:00 AM - 1:30 AM (Next day)', 'Wed: 6:00 AM - 1:30 AM (Next day)', 'Thu: 6:00 AM - 1:30 AM (Next day)', 'Fri: 6:00 AM - 1:30 AM (Next day)', 'Sat: 6:00 AM - 1:30 AM (Next day)', 'Sun: 6:00 AM - 1:30 PM']",[],"53 West Fordham RdNew York, NY 10468"
"['Mon: 6:30 AM - 3:00 PM', 'Tue: 6:30 AM - 3:00 PM', 'Wed: 6:30 AM - 3:00 PM', 'Thu: 6:30 AM - 3:00 PM', 'Fri: 6:30 AM - 3:00 PM', 'Sat: 6:30 AM - 3:00 PM', 'Sun: Closed']",[],"726 E Tremont AveBronx, NY 10457"
"['Mon: Closed', 'Tue: 3:00 PM - 10:00 PM', 'Wed: 3:00 PM - 10:00 PM', 'Thu: 3:00 PM - 10:00 PM', 'Fri: 12:00 PM - 12:00 AM (Next day)', 'Sat: 12:00 PM - 12:00 AM (Next day)', 'Sun: 12:00 PM - 10:00 PM']","['Shrimp Taco', 'Shrimp Tacos', 'Beet Burger', 'Tortoise and Hare Wings', 'Avocado Toast', 'Chicken Sandwich', 'Bronx Breakfast Burger', 'Grilled Shrimp Skewers', 'Guacamole and Chips', 'The Bodega Sandwich', 'French Toast']","6115 BroadwayBronx, NY 10471"
[],"['Zereshk Polu Ba Morgh', 'Kashk Bademjon', 'Kuku Sabzi']","35 W 57th StNew York, NY 10019"
"['Mon: 6:30 AM - 3:00 PM', 'Tue: 6:30 AM - 3:00 PM', 'Wed: 6:30 AM - 3:00 PM', 'Thu: 6:30 AM - 3:00 PM', 'Fri: 6:30 AM - 3:00 PM', 'Sat: 6:30 AM - 3:00 PM', 'Sun: Closed']",[],"726 E Tremont AveBronx, NY 10457"
"['Mon: Closed', 'Tue: 3:00 PM - 10:00 PM', 'Wed: 3:00 PM - 10:00 PM', 'Thu: 3:00 PM - 10:00 PM', 'Fri: 12:00 PM - 12:00 AM (Next day)', 'Sat: 12:00 PM - 12:00 AM (Next day)', 'Sun: 12:00 PM - 10:00 PM']","['Shrimp Taco', 'Shrimp Tacos', 'Beet Burger', 'Tortoise and Hare Wings', 'Avocado Toast', 'Chicken Sandwich', 'Bronx Breakfast Burger', 'Grilled Shrimp Skewers', 'Guacamole and Chips', 'The Bodega Sandwich', 'French Toast']","6115 BroadwayBronx, NY 10471"
[],"['Zereshk Polu Ba Morgh', 'Kashk Bademjon', 'Kuku Sabzi']","35 W 57th StNew York, NY 10019"
"['Mon: 12:00 PM - 12:00 AM (Next day)', 'Tue: 12:00 PM - 12:00 AM (Next day)', 'Wed: 12:00 PM - 12:00 AM (Next day)', 'Thu: 12:00 PM - 12:00 AM (Next day)', 'Fri: 12:00 PM - 1:00 AM (Next day)', 'Sat: 12:00 PM - 1:00 AM (Next day)', 'Sun: 12:00 PM - 12:00 AM (Next day)']","['Gambas Al Ajillo', 'Pulpo a La Gallega', 'Patatas Bravas', 'Chorizo a La Plancha', 'Paella Valenciana', 'Tortilla Espanola', 'Tiramisu', 'Churrasco', 'Paella Marinera']","575 W 207th StNew York, NY 10034"
"['Mon: 4:00 PM - 12:00 AM (Next day)', 'Tue: 4:00 PM - 12:00 AM (Next day)', 'Wed: 4:00 PM - 12:00 AM (Next day)', 'Thu: 4:00 PM - 12:00 AM (Next day)', 'Fri: 4:00 PM - 2:00 AM (Next day)', 'Sat: 4:00 PM - 2:00 AM (Next day)', 'Sun: 4:00 PM - 12:00 AM (Next day)']",[],"3604 BroadwayNew York, NY 10031"
"['Mon: 11:00 AM - 10:30 PM', 'Tue: 11:00 AM - 10:30 PM', 'Wed: 11:00 AM - 10:30 PM', 'Thu: 11:00 AM - 10:30 PM', 'Fri: 11:00 AM - 11:30 PM', 'Sat: 11:00 AM - 11:30 PM', 'Sun: 12:00 PM - 10:30 PM']","['Boneless Ribs', 'Garlic Wings', 'Honey Wings', 'Dumplings', 'Sesame Chicken']","4004A Boston RdBronx, NY 10475"
"['Mon: 7:30 AM - 11:30 PM', 'Tue: 7:30 AM - 11:30 PM', 'Wed: 7:30 AM - 11:30 PM', 'Thu: 7:30 AM - 11:30 PM', 'Fri: 7:30 AM - 2:30 AM (Next day)', 'Sat: 7:30 AM - 2:00 AM (Next day)', 'Sun: 7:30 AM - 11:30 PM']","['Blue Matcha', 'Organic Salmon', 'Tagliatelle Bolognese', 'Tuna Tartare']","1151 BroadwayNew York, NY 10001"
"['Mon: 12:00 PM - 1:00 AM (Next day)', 'Tue: 12:00 PM - 1:00 AM (Next day)', 'Wed: 12:00 PM - 1:00 AM (Next day)', 'Thu: 12:00 PM - 1:00 AM (Next day)', 'Fri: 12:00 PM - 2:00 AM (Next day)', 'Sat: 12:00 PM - 2:00 AM (Next day)', 'Sun: 12:00 PM - 1:00 AM (Next day)']","['Bento Box', 'Lollipop Lamb Chops', 'Ritchie Rich Rolls', 'Crab Cakes', 'Tres Golpe Sushi', 'Garlic Tostones', 'Vegetable Spring Rolls', 'Wonton Tacos', 'Chicken Teriyaki', 'Grilled Octopus']","3478 E Tremont AveBronx, NY 10465"
"['Mon: 11:30 AM - 8:00 PM', 'Tue: 11:30 AM - 8:00 PM', 'Wed: 11:30 AM - 8:00 PM', 'Thu: 11:30 AM - 8:00 PM', 'Fri: 11:30 AM - 8:00 PM', 'Sat: 11:30 AM - 8:00 PM', 'Sun: 11:30 AM - 8:00 PM']","['Pork Fried Rice', 'Churrasco Pork Chop', 'Grilled Pork Chops', 'Bourbon Boneless Ribs', 'Chofan Nuevo Latino', 'House Special Fried Rice', 'Broiled Fish', 'Bento Boxes', 'Churasco Skirt Steak', 'Shrimp Mofongo', 'Mojito Chicken', 'Fried Pork Chunks']","1200 Castle Hill AveBronx, NY 10462"
"['Mon: 11:00 AM - 9:30 PM', 'Tue: 11:00 AM - 9:30 PM', 'Wed: 11:00 AM - 9:30 PM', 'Thu: 11:00 AM - 9:30 PM', 'Fri: 11:00 AM - 10:30 PM', 'Sat: 12:00 PM - 10:30 PM', 'Sun: Closed']","['Mr. Q Special Roll', ""Steak Au Mr. Q's"", 'Fried Chicken Wings', 'Spicy Yellowtail Roll', 'Yellowtail Roll', 'Pan Fried Pork Dumpling']","2115 Williamsbridge RdBronx, NY 10461"
"['Mon: Closed', 'Tue: 11:00 AM - 9:00 PM', 'Wed: 11:00 AM - 9:00 PM', 'Thu: 11:00 AM - 9:00 PM', 'Fri: 11:00 AM - 9:00 PM', 'Sat: 11:00 AM - 9:00 PM', 'Sun: 12:00 PM - 6:00 PM']",[],"70 E 3rd StMt Vernon, NY 10550"
"['Mon: 5:30 PM - 10:00 PM', 'Tue: 5:30 PM - 10:00 PM', 'Wed: 5:30 PM - 10:00 PM', 'Thu: 5:30 PM - 10:00 PM', 'Fri: 5:30 PM - 11:00 PM', 'Sat: 5:30 PM - 11:00 PM', 'Sun: 4:00 PM - 9:00 PM']","['Filet Mignon', 'Scallops', 'Skirt Steak', 'Seafood Combo', 'Spaghetti']","4787 Boston Post RdPelham, NY 10803"
"['Mon: Closed', 'Tue: 12:00 PM - 10:00 PM', 'Wed: 12:00 PM - 10:00 PM', 'Thu: 12:00 PM - 10:00 PM', 'Fri: 12:00 PM - 11:00 PM', 'Sat: 12:00 PM - 11:00 PM', 'Sun: 11:30 AM - 9:00 PM']","['Stuffed Shrimp', 'Garlic Shrimp', 'Empanadas', 'Clam Casino']","190 River RdFl 2Edgewater, NJ 07020"
"['Mon: 11:00 AM - 4:00 PM 5:00 PM - 10:00 PM', 'Tue: 11:00 AM - 4:00 PM 5:00 PM - 10:00 PM', 'Wed: 11:00 AM - 4:00 PM 5:00 PM - 10:00 PM', 'Thu: 11:00 AM - 4:00 PM 5:00 PM - 10:00 PM', 'Fri: 11:00 AM - 4:00 PM 5:00 PM - 11:00 PM', 'Sat: 12:00 PM - 4:00 PM 5:00 PM - 11:00 PM', 'Sun: 12:00 PM - 4:00 PM 5:00 PM - 11:00 PM']","['Pad Thai', 'Massaman Curry', 'Spicy Basil Udon', 'Spring Roll', 'Green Curry', 'Khao Man Kai', 'Skirt Steak Salad', 'Crispy Pork', 'Pineapple Fried Rice', 'Papaya Salad', 'Crispy Veggie Rolls', 'Pork Chop Salad', 'Royal Duck Noodle', 'Tom Yum Soup', 'Red Curry', 'Spicy Coco Noodle Soup', 'Tom Kha Chicken Soup', 'Udon Noodles', 'Crab Rangoon', 'Drunken Udon']","4131 BroadwayNew York, NY 10033"
"['Mon: 10:00 AM - 9:00 PM', 'Tue: 10:00 AM - 9:00 PM', 'Wed: 10:00 AM - 9:00 PM', 'Thu: 10:00 AM - 9:00 PM', 'Fri: 10:00 AM - 9:00 PM', 'Sat: 10:00 AM - 9:00 PM', 'Sun: 10:00 AM - 9:00 PM']","['Lobster Roll', 'Rh Burger', 'Avocado Toast', 'Shaved Ribeye Sandwich', 'Kale Caesar Salad', 'Thick Cut Pork Belly Bacon', 'Roasted Half Chicken', 'Crispy Artichokes', 'Arugula Salad', 'Smoked Salmon', 'Truffle Grilled Sandwich', 'Soft Scrambled Eggs', 'Banana Split', 'Fried Artichoke', 'Gem Lettuce Salad', 'Rh Scramble', 'Broiled Salmon']","9 9th AveNew York, NY 10014"
"['Mon: 12:00 PM - 3:30 PM 4:30 PM - 9:00 PM', 'Tue: 12:00 PM - 3:30 PM 4:30 PM - 9:00 PM', 'Wed: 12:00 PM - 3:30 PM 4:30 PM - 9:00 PM', 'Thu: 12:00 PM - 3:30 PM 4:30 PM - 10:00 PM', 'Fri: 12:00 PM - 3:30 PM 4:30 PM - 10:00 PM', 'Sat: 11:30 AM - 3:30 PM 4:30 PM - 10:00 PM', 'Sun: 11:30 AM - 3:30 PM 4:30 PM - 8:00 PM']","['Squid Adobo', 'Pork Adobo', 'Sisig', 'Lechon Kawali', 'Kare-kare', 'Chicken Adobo', 'Garlic Fried Rice Tray', 'Chicken Inasal', 'Pancit Palabok', 'Pata', 'Vegetable Lumpia Tray', 'Smoked Tinapa']","790 9th AveNew York, NY 10019"
"['Mon: 5:00 PM - 10:00 PM', 'Tue: Closed', 'Wed: 5:00 PM - 10:00 PM', 'Thu: 5:00 PM - 10:00 PM', 'Fri: 5:00 PM - 10:00 PM', 'Sat: 5:00 PM - 10:00 PM', 'Sun: 5:00 PM - 10:00 PM']",[],"222 Franklin StBrooklyn, NY 11222"
[],[],"Queens, NY 11101"
"['Mon: 4:00 PM - 10:45 PM', 'Tue: Closed', 'Wed: 4:00 PM - 10:45 PM', 'Thu: 4:00 PM - 10:45 PM', 'Fri: 4:00 PM - 10:45 PM', 'Sat: 4:00 PM - 10:45 PM', 'Sun: 4:00 PM - 10:45 PM']",[],"407 East 161st StBronx, NY 10451"
"['Mon: Closed', 'Tue: 11:30 AM - 8:30 PM', 'Wed: 11:30 AM - 8:30 PM', 'Thu: 11:30 AM - 8:30 PM', 'Fri: 11:30 AM - 8:30 PM', 'Sat: 11:30 AM - 8:30 PM', 'Sun: 11:30 AM - 8:30 PM']","['Grilled Marinated Pork Chop', ""Van's Spring Rolls"", 'Lemon Shrimp', 'Stir Fried Noodles', 'Halo Halo', 'Charbroiled Pork and Fried Shrimp Rolls', 'Chili-sate Noodle Soup']","694 Central Park AveScarsdale, NY 10583"
"['Mon: 4:00 PM - 10:45 PM', 'Tue: Closed', 'Wed: 4:00 PM - 10:45 PM', 'Thu: 4:00 PM - 10:45 PM', 'Fri: 4:00 PM - 10:45 PM', 'Sat: 4:00 PM - 10:45 PM', 'Sun: 4:00 PM - 10:45 PM']",[],"407 East 161st StBronx, NY 10451"
"['Mon: 4:00 PM - 10:00 PM', 'Tue: 4:00 PM - 10:00 PM', 'Wed: 4:00 PM - 12:00 AM (Next day)', 'Thu: 4:00 PM - 10:00 PM', 'Fri: 4:00 PM - 2:00 AM (Next day)', 'Sat: 3:00 PM - 2:00 AM (Next day)', 'Sun: 3:00 PM - 11:00 PM']","['Alaskan King Crab Legs', 'Whole Lobster', 'Crawfish']","2179 White Plains RdNew York, NY 10462"
"['Mon: 7:00 AM - 7:30 PM', 'Tue: 7:00 AM - 7:30 PM', 'Wed: 7:00 AM - 7:30 PM', 'Thu: 7:00 AM - 7:30 PM', 'Fri: 7:00 AM - 7:30 PM', 'Sat: 7:00 AM - 7:30 PM', 'Sun: 7:00 AM - 7:30 PM']","['Baked Ziti', 'La Nonna Panini', 'Eggplant Supreme Hero', 'Penne Vodka']","2410 Arthur AveBronx, NY 10458"
"['Mon: Closed', 'Tue: 4:00 PM - 1:00 AM (Next day)', 'Wed: 4:00 PM - 1:00 AM (Next day)', 'Thu: 4:00 PM - 1:00 AM (Next day)', 'Fri: 4:00 PM - 1:00 AM (Next day)', 'Sat: 4:00 PM - 1:00 AM (Next day)', 'Sun: Closed']",[],"150 W 30th StNew York, NY 10001"
"['Mon: 11:30 AM - 12:00 AM (Next day)', 'Tue: 11:30 AM - 12:00 AM (Next day)', 'Wed: 11:30 AM - 12:00 AM (Next day)', 'Thu: 11:30 AM - 12:00 AM (Next day)', 'Fri: 11:30 AM - 12:00 AM (Next day)', 'Sat: 11:30 AM - 12:00 AM (Next day)', 'Sun: 11:30 AM - 12:00 AM (Next day)']",[],"207 12th AveBig Red Boat in ParkNew York, NY 10001"
"['Mon: Closed', 'Tue: Closed', 'Wed: 11:00 AM - 8:00 PM', 'Thu: 11:00 AM - 8:00 PM', 'Fri: 11:00 AM - 9:00 PM', 'Sat: 12:00 PM - 9:00 PM', 'Sun: 1:00 PM - 7:00 PM']","['Catfish Nuggets', 'Jerk Chicken', 'Whiting', 'Candied Yams', 'Fried Shrimp', 'Snapper']","47 North BroadwayYonkers, NY 10701"
"['Mon: 10:00 AM - 11:00 PM', 'Tue: 10:00 AM - 11:00 PM', 'Wed: 10:00 AM - 11:00 PM', 'Thu: 10:00 AM - 11:00 PM', 'Fri: 10:00 AM - 11:00 PM', 'Sat: 10:00 AM - 11:00 PM', 'Sun: 10:00 AM - 11:00 PM']","['Birria Tacos', 'Taco Salad', 'Steak Taco']","2819 White Plains RdBronx, NY 10467"
"['Mon: Closed', 'Tue: Closed', 'Wed: 12:00 PM - 2:00 PM 5:30 PM - 10:00 PM', 'Thu: 12:00 PM - 2:00 PM 5:30 PM - 10:00 PM', 'Fri: 12:00 PM - 2:00 PM 5:30 PM - 10:00 PM', 'Sat: 5:00 PM - 10:00 PM', 'Sun: 12:00 PM - 2:00 PM 5:00 PM - 9:00 PM']","['Short Rib Foie Gras', 'Braised Short Ribs', 'Seafood Crepe', 'Cowboy Ribeye', 'Rib Eye Steak', 'Grilled Octopus', 'Coconut Shrimp', 'Black Truffle Risotto', 'Pork Chop', 'Wild Mushroom Ravioli', 'Duck Breast', 'Tuna Tartar', 'Cowboy Steak', 'Soft Shell Crab', 'Creamed Spinach', 'Hanger Steak', 'Swordfish', 'Prosecco']","71 Water Grant StYonkers, NY 10701"
"['Mon: 11:00 AM - 4:00 AM (Next day)', 'Tue: 11:00 AM - 4:00 AM (Next day)', 'Wed: 11:00 AM - 4:00 AM (Next day)', 'Thu: 11:00 AM - 4:00 AM (Next day)', 'Fri: 11:00 AM - 4:00 AM (Next day)', 'Sat: 11:00 AM - 4:00 AM (Next day)', 'Sun: 11:00 AM - 4:00 AM (Next day)']","['Traditional Irish Breakfast', 'French Onion', 'Shepherds Pie']","4292 Katonah AveBronx, NY 10470"
"['Mon: 11:00 AM - 10:00 PM', 'Tue: 11:00 AM - 10:00 PM', 'Wed: 11:00 AM - 10:00 PM', 'Thu: 11:00 AM - 10:00 PM', 'Fri: 11:00 AM - 10:00 PM', 'Sat: 11:00 AM - 10:00 PM', 'Sun: 11:00 AM - 10:00 PM']","['Greek Salad', 'Grilled Octopus', 'Orzo', 'Spanakopita', 'Vegetarian Mix', 'Chicken Gyro', 'Gyro Sandwich', 'Spinach Pie', 'Grilled Halloumi', 'Lamb Chops']","3733 Riverdale AveBronx, NY 10463"
"['Mon: Closed', 'Tue: 12:00 PM - 9:45 PM', 'Wed: 12:00 PM - 9:45 PM', 'Thu: 12:00 PM - 9:45 PM', 'Fri: 12:00 PM - 10:45 PM', 'Sat: 12:00 PM - 10:45 PM', 'Sun: 12:00 PM - 9:45 PM']","['Turkey Burger', 'El Barrio Burger', 'Fish Burger', 'Guacaburger', 'Sriracha Burger', 'Grilled Chicken Sandwich', 'Bx Goat Burger', 'Fish Sandwich', 'Portobello Mushroom Burger']","148 Bruckner BlvdBronx, NY 10454"
"['Mon: 10:00 AM - 11:00 PM', 'Tue: 10:00 AM - 11:00 PM', 'Wed: 10:00 AM - 10:00 PM', 'Thu: 10:00 AM - 10:00 PM', 'Fri: 10:00 AM - 10:00 PM', 'Sat: 10:00 AM - 11:00 PM', 'Sun: 10:00 AM - 11:00 PM']","['Chicken Tikka Masala', 'Chicken Biryani', 'Goat Curry', 'Chicken Samosa', 'Beef Nihari']","3594 Jerome AveBronx, NY 10452"
"['Mon: Closed', 'Tue: 5:00 PM - 11:00 PM', 'Wed: 5:00 PM - 11:00 PM', 'Thu: 5:00 PM - 11:00 PM', 'Fri: 5:00 PM - 12:00 AM (Next day)', 'Sat: 5:00 PM - 12:00 AM (Next day)', 'Sun: 5:00 PM - 11:00 PM']",[],"42-45 27th StNew York, NY 11101"
"['Mon: 10:00 AM - 11:00 PM', 'Tue: 10:00 AM - 11:00 PM', 'Wed: 10:00 AM - 11:00 PM', 'Thu: 10:00 AM - 11:00 PM', 'Fri: 10:00 AM - 12:00 AM (Next day)', 'Sat: 10:00 AM - 12:00 AM (Next day)', 'Sun: 11:00 AM - 11:00 PM']","['Chicken Vodka Slice', 'Chicken Vodka Pizza', 'Chicken Pesto Pizza', 'Chicken Francese Pizza', 'Eggplant Parm', 'White Slice', 'Pesto Slice', 'Pizza Slices', 'Calzones', 'Buffalo Chicken']","1051 Morris Park AveBronx, NY 10461"
"['Mon: 2:00 PM - 11:00 PM', 'Tue: 2:00 PM - 11:00 PM', 'Wed: 2:00 PM - 11:00 PM', 'Thu: 2:00 PM - 11:00 PM', 'Fri: 2:00 PM - 11:00 PM', 'Sat: 2:00 PM - 11:00 PM', 'Sun: 2:00 PM - 11:00 PM']",[],"2503 Grand ConcourseThe Bronx, NY 10468"
[],[],"791 Lydig AveBronx, NY 10462"
[],[],"229 E Kingsbridge RdBronx, NY 10458"
[],[],"43 MacDougal StNew York, NY 10011"
"['Mon: 11:00 AM - 10:00 PM', 'Tue: 11:00 AM - 10:00 PM', 'Wed: 11:00 AM - 10:00 PM', 'Thu: 11:00 AM - 10:00 PM', 'Fri: 11:00 AM - 11:00 PM', 'Sat: 11:00 AM - 11:00 PM', 'Sun: 11:00 AM - 10:00 PM']","['Classic Margarita Pizza', 'Kale and Red Beets Salad', 'Fried Calamari', 'Shrimp Scampi', 'Parma Pizza', 'Tricolore', 'Margherita Pizza', 'White Pizza', 'Cacio E Pepe']","33 Fifth AvePelham, NY 10803"
"['Mon: 11:30 AM - 10:00 PM', 'Tue: 11:30 AM - 10:00 PM', 'Wed: 11:30 AM - 10:00 PM', 'Thu: 11:30 AM - 10:00 PM', 'Fri: 11:30 AM - 11:00 PM', 'Sat: 11:30 AM - 11:00 PM', 'Sun: 11:30 AM - 10:00 PM']","['Fried Calamari Dinner', 'Pear and Gorgonzola Salad Dinner', 'Chicken Parmigiana Dinner', 'Eggplant Parmigiana Pasta Dinner', 'Clams Oreganata Dinner', 'Chicken Marsala Dinner', 'Pork Chop Pizzaiola', 'Veal Osso Buco Dinner', 'Rib Eye Steak Dinner', 'Spaghetti Carbonara Dinner', 'Shrimps Scampi', 'Penne Alla Vodka Dinner', 'Grilled Lamb Chops Dinner']","2389 Arthur AveBronx, NY 10458"
[],[],"43 MacDougal StNew York, NY 10011"
"['Mon: 11:00 AM - 10:00 PM', 'Tue: 11:00 AM - 10:00 PM', 'Wed: 11:00 AM - 10:00 PM', 'Thu: 11:00 AM - 10:00 PM', 'Fri: 11:00 AM - 11:00 PM', 'Sat: 11:00 AM - 11:00 PM', 'Sun: 11:00 AM - 10:00 PM']","['Classic Margarita Pizza', 'Kale and Red Beets Salad', 'Fried Calamari', 'Shrimp Scampi', 'Parma Pizza', 'Tricolore', 'Margherita Pizza', 'White Pizza', 'Cacio E Pepe']","33 Fifth AvePelham, NY 10803"
"['Mon: 11:30 AM - 10:00 PM', 'Tue: 11:30 AM - 10:00 PM', 'Wed: 11:30 AM - 10:00 PM', 'Thu: 11:30 AM - 10:00 PM', 'Fri: 11:30 AM - 11:00 PM', 'Sat: 11:30 AM - 11:00 PM', 'Sun: 11:30 AM - 10:00 PM']","['Fried Calamari Dinner', 'Pear and Gorgonzola Salad Dinner', 'Chicken Parmigiana Dinner', 'Eggplant Parmigiana Pasta Dinner', 'Clams Oreganata Dinner', 'Chicken Marsala Dinner', 'Pork Chop Pizzaiola', 'Veal Osso Buco Dinner', 'Rib Eye Steak Dinner', 'Spaghetti Carbonara Dinner', 'Shrimps Scampi', 'Penne Alla Vodka Dinner', 'Grilled Lamb Chops Dinner']","2389 Arthur AveBronx, NY 10458"
"['Mon: 11:00 AM - 11:00 PM', 'Tue: 11:00 AM - 11:00 PM', 'Wed: 11:00 AM - 11:00 PM', 'Thu: 11:00 AM - 11:00 PM', 'Fri: 11:00 AM - 11:00 PM', 'Sat: 11:00 AM - 11:00 PM', 'Sun: 11:00 AM - 11:00 PM']","['Chicken Tikka Masala', 'Chicken Biryani', 'Samosa', 'Beef Tehari', 'Chana Masala', 'Vegetable Biryani', 'Paratha']","1445 Olmstead AveBronx, NY 10462"
"['Mon: 5:00 AM - 10:00 PM', 'Tue: 5:00 AM - 10:00 PM', 'Wed: 5:00 AM - 10:00 PM', 'Thu: 5:00 AM - 10:00 PM', 'Fri: 5:00 AM - 10:00 PM', 'Sat: 5:00 AM - 10:00 PM', 'Sun: 5:00 AM - 10:00 PM']","['Chicken Doner Plate', 'Pork Doner Gyro', 'Lamb Gyro', 'Cheeseburger']","1805 Edison AveMiddletown - Pelham Bay, NY 10461"
"['Mon: 5:30 PM - 8:30 PM', 'Tue: 5:30 PM - 8:30 PM', 'Wed: 5:30 PM - 8:30 PM', 'Thu: 5:30 PM - 8:30 PM', 'Fri: Closed', 'Sat: Closed', 'Sun: Closed']",[],"1663 1st AveNew York, NY 10028"
"['Mon: 11:00 AM - 10:30 PM', 'Tue: 11:00 AM - 10:30 PM', 'Wed: 11:00 AM - 10:30 PM', 'Thu: 11:00 AM - 10:30 PM', 'Fri: 11:00 AM - 11:30 PM', 'Sat: 11:00 AM - 11:30 PM', 'Sun: 11:00 AM - 11:30 PM']","['Peking Duck', 'Grilled Fish', 'Soup Dumplings', 'Cumin Lamb', 'Jiang Nan', 'Salted Egg Yolk Fried Shrimp', 'Mapo Tofu', 'Braised Pork Belly', 'Stir Fried Loofah', 'Boiled Duck Blood', 'Sliced Pork', 'Sweet and Sour Pork', 'Black Truffle Fried Tofu', 'Tiger Prawn', 'Sliced Beef', 'Salty Egg Yolk Tofu', 'Sauteed Water Spinach', 'Chongqing', 'Chicken Soup', 'Braised Beef Brisket']","133-42 39th AveSte 101Flushing, NY 11354"
"['Mon: 11:00 AM - 1:00 AM (Next day)', 'Tue: 11:00 AM - 1:00 AM (Next day)', 'Wed: 11:00 AM - 1:00 AM (Next day)', 'Thu: 11:00 AM - 1:00 AM (Next day)', 'Fri: 11:00 AM - 2:00 AM (Next day)', 'Sat: 11:00 AM - 2:00 AM (Next day)', 'Sun: 11:00 AM - 1:00 AM (Next day)']","['French Toast', 'Fried Calamari', 'Penne Alla Vodka', 'Toscana Salad', 'Crab Cakes', 'Chicken Parm', 'Dry Penne Ala Vodka', 'Cannoli']","4038 E Tremont AveBronx, NY 10465"
"['Mon: 12:00 PM - 9:00 PM', 'Tue: 11:00 AM - 9:00 PM', 'Wed: 11:00 AM - 9:00 PM', 'Thu: 11:00 AM - 9:00 PM', 'Fri: 11:00 AM - 10:00 PM', 'Sat: 12:00 PM - 10:00 PM', 'Sun: 11:00 AM - 9:00 PM']","['Jerk Chicken', 'Festival', 'Ribs', 'BBQ Pork', 'Jerk Pork']","27 Gloucester AveJamaica, NY 11423"
"['Mon: 6:00 AM - 10:00 PM', 'Tue: 6:00 AM - 10:00 PM', 'Wed: 6:00 AM - 10:00 PM', 'Thu: 6:00 AM - 10:00 PM', 'Fri: 6:00 AM - 10:00 PM', 'Sat: 6:00 AM - 10:00 PM', 'Sun: 6:00 AM - 10:00 PM']","['Oxtail', 'Jerk Chicken', 'Jerk Wings', 'Brown Stew Red Snapper', 'Baked Chicken', 'Curry Chicken']","3768 White Plains RdBronx, NY 10467"
