Name,Address,Cuisine Tags,Rating,Features,Opening Hours,Price Range,Detail URL,Reservation Link,Source URL
Valerie,Midtown West,"American (New), Cocktail Bars",4.3,"not allow Outdoor seating, not allow Delivery, not allow Takeout",Midtown West,$11-30,https://www.yelp.com/biz/valerie-new-york?osq=Restaurants,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY
La Grande Boucherie,Theater District,"French, Steakhouses, Cocktail Bars",4.4,"allow Outdoor seating, allow Delivery, allow Takeout",Theater District,$31-60,https://www.yelp.com/biz/la-grande-boucherie-new-york-2?osq=Restaurants,https://www.yelp.com/biz/DGhWO1sUWydVeR5j5ZZaMw?show_platform_modal=True,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY
Blue Willow 夜来湘,Midtown West,Szechuan,4.4,"allow Outdoor seating, allow Delivery, allow Takeout",,,https://www.yelp.com/biz/blue-willow-%E5%A4%9C%E6%9D%A5%E6%B9%98-new-york-2?osq=Restaurants,https://www.yelp.com/biz/XsXLVWr1UZWVhKThNvNiaA?show_platform_modal=True,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY
OBAO,Midtown West,"Vietnamese, Thai, Asian Fusion",4.0,"not allow Outdoor seating, allow Delivery, allow Takeout",Midtown West,$11-30,https://www.yelp.com/biz/obao-new-york-3?osq=Restaurants,https://www.yelp.com/biz/NN3mOWF5e_pnR1ArqM2bHQ?show_platform_modal=True,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY
Olio e Più,,"Pizza, Italian, Cocktail Bars",4.4,"allow Outdoor seating, allow Delivery, allow Takeout",,$11-30,https://www.yelp.com/biz/olio-e-pi%C3%B9-new-york-7?osq=Restaurants,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY
The Consulate - Midtown,Midtown West,"French, American (New), Cocktail Bars",4.8,"not allow Outdoor seating, allow Delivery, allow Takeout",,,https://www.yelp.com/biz/the-consulate-midtown-new-york?osq=Restaurants,https://www.yelp.com/biz/11Nbr2oTRB5Uqi36L8if8g?show_platform_modal=True,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY
Calle Dao - Chelsea,Chelsea,"Cuban, Chinese, Asian Fusion",4.5,"not allow Outdoor seating, allow Delivery, allow Takeout",Chelsea,$11-30,https://www.yelp.com/biz/calle-dao-chelsea-new-york-3?osq=Restaurants,https://www.yelp.com/biz/pBNMZp_tKCAfRNx7-ybcHQ?show_platform_modal=True,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY
RH Rooftop Restaurant New York,Meatpacking District,"American (Traditional), Wine Bars",4.1,"allow Outdoor seating, not allow Delivery, not allow Takeout",Meatpacking District,$31-60,https://www.yelp.com/biz/rh-rooftop-restaurant-new-york-new-york-2?osq=Restaurants,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY
The Reading Room,Midtown East,"American (New), Cocktail Bars, Breakfast & Brunch",4.7,"not allow Outdoor seating, allow Takeout",,,https://www.yelp.com/biz/the-reading-room-new-york?osq=Restaurants,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY
The Smith,Midtown East,"American (New), Breakfast & Brunch, Cocktail Bars",4.0,"allow Outdoor seating, allow Delivery, allow Takeout",Midtown East,$31-60,https://www.yelp.com/biz/the-smith-new-york-2?osq=Restaurants,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY
Thai Villa,Flatiron,Thai,4.4,"allow Outdoor seating, allow Delivery, allow Takeout",Flatiron,$11-30,https://www.yelp.com/biz/thai-villa-new-york-2?osq=Restaurants,https://www.yelp.com/biz/B3_K2kUVbYOU0VaLcj_LTw?show_platform_modal=True,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=10
The Smith,Upper West Side,"American (New), Breakfast & Brunch, Cocktail Bars",3.8,"allow Outdoor seating, allow Delivery",Upper West Side,$11-30,https://www.yelp.com/biz/the-smith-new-york-3?osq=Restaurants,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=10,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=10
LoveMama,East Village,"Thai, Malaysian, Vietnamese",4.3,"allow Outdoor seating, allow Delivery, allow Takeout",East Village,$11-30,https://www.yelp.com/biz/lovemama-new-york?osq=Restaurants,https://www.yelp.com/reservations/lovemama-new-york,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=10
Mr. Sun,Midtown West,"Dim Sum, Seafood",4.4,"not allow Outdoor seating, allow Delivery, allow Takeout",Midtown West,$11-30,https://www.yelp.com/biz/mr-sun-new-york?osq=Restaurants,https://www.yelp.com/reservations/mr-sun-new-york,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=10
LumLum,Hell's Kitchen,Thai,4.4,"not allow Outdoor seating, allow Delivery, allow Takeout",Hell's Kitchen,$11-30,https://www.yelp.com/biz/lumlum-new-york?osq=Restaurants,https://www.yelp.com/biz/7xe5Pd4fvN2vo05FP2XOeg?show_platform_modal=True,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=10
Little Collins,Midtown East,"Coffee & Tea, Breakfast & Brunch, Sandwiches",4.4,"allow Outdoor seating, allow Takeout",Midtown East,$11-30,https://www.yelp.com/biz/little-collins-new-york-3?osq=Restaurants,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=10,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=10
Very Fresh Noodles,Meatpacking District,"Taiwanese, Chinese, Noodles",4.4,"allow Outdoor seating, allow Delivery, allow Takeout",Meatpacking District,$11-30,https://www.yelp.com/biz/very-fresh-noodles-new-york?osq=Restaurants,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=10,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=10
Osamil,Koreatown,"Korean, Gastropubs, Tapas/Small Plates",4.3,"allow Outdoor seating, allow Takeout",Koreatown,$11-30,https://www.yelp.com/biz/osamil-new-york?osq=Restaurants,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=10,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=10
Shukette,Chelsea,Middle Eastern,4.4,"allow Outdoor seating, not allow Delivery, allow Takeout",Chelsea,$31-60,https://www.yelp.com/biz/shukette-new-york?osq=Restaurants,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=10,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=10
FERNS,East Village,"Bars, American (New), Breakfast & Brunch",4.5,"allow Outdoor seating, not allow Delivery, not allow Takeout",East Village,$11-30,https://www.yelp.com/biz/ferns-new-york-7?osq=Restaurants,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=10,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=10
FERNS,East Village,"Bars, American (New), Breakfast & Brunch",4.5,"allow Outdoor seating, not allow Delivery, not allow Takeout",East Village,$11-30,https://www.yelp.com/biz/ferns-new-york-7?osq=Restaurants,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=20,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=20
Frida Midtown,Midtown East,"Mexican, Peruvian, Cocktail Bars",4.6,"allow Outdoor seating, allow Delivery, allow Takeout",Midtown East,$31-60,https://www.yelp.com/biz/frida-midtown-new-york?osq=Restaurants,https://www.yelp.com/reservations/frida-midtown-new-york,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=20
Dutch Freds,Theater District,"Cocktail Bars, American (New), Breakfast & Brunch",4.5,"allow Outdoor seating, not allow Delivery, allow Takeout",Theater District,$11-30,https://www.yelp.com/biz/dutch-freds-new-york-2?osq=Restaurants,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=20,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=20
Sushi Lab Rooftop,Theater District,"Japanese, Sushi Bars, Bars",4.1,"allow Outdoor seating, not allow Delivery, not allow Takeout",,,https://www.yelp.com/biz/sushi-lab-rooftop-new-york-2?osq=Restaurants,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=20,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=20
Barn Joo 35,Midtown West,"Korean, Gastropubs, Tapas/Small Plates",4.2,"allow Outdoor seating, allow Delivery, allow Takeout",Midtown West,$11-30,https://www.yelp.com/biz/barn-joo-35-new-york?osq=Restaurants,https://www.yelp.com/biz/xZ96vaoL-cQjfotmUKtjJQ?show_platform_modal=True,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=20
Au Za’atar,Midtown East,Lebanese,4.6,"allow Outdoor seating, allow Delivery, allow Takeout",,,https://www.yelp.com/biz/au-zaatar-new-york-5?osq=Restaurants,https://www.yelp.com/biz/krZunArZFdp_2G1arwVuVw?show_platform_modal=True,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=20
Bengal Tiger Indian Food,Midtown West,Indian,4.5,"not allow Outdoor seating, allow Delivery, allow Takeout",Midtown West,$11-30,https://www.yelp.com/biz/bengal-tiger-indian-food-new-york?osq=Restaurants,https://www.yelp.com/biz/x0k5kFArHLijdY8-NEQ7Xg?show_platform_modal=True,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=20
Amélie,Greenwich Village,"French, Wine Bars",4.3,"allow Outdoor seating, allow Delivery, allow Takeout",Greenwich Village,$31-60,https://www.yelp.com/biz/am%C3%A9lie-new-york?osq=Restaurants,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=20,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=20
Haswell Green’s,Theater District,"American (New), Cocktail Bars, Piano Bars",4.5,"allow Outdoor seating, not allow Delivery, allow Takeout",Theater District,$11-30,https://www.yelp.com/biz/haswell-greens-new-york-3?osq=Restaurants,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=20,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=20
Helen’s,Meatpacking District,"Asian Fusion, Cocktail Bars, Lounges",4.5,not allow Outdoor seating,Meatpacking District,$11-30,https://www.yelp.com/biz/helens-new-york?osq=Restaurants,https://www.yelp.com/reservations/helens-new-york,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=20
Haswell Green’s,Theater District,"American (New), Cocktail Bars, Piano Bars",4.5,"allow Outdoor seating, not allow Delivery, allow Takeout",Theater District,$11-30,https://www.yelp.com/biz/haswell-greens-new-york-3?osq=Restaurants,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=30,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=30
Helen’s,Meatpacking District,"Asian Fusion, Cocktail Bars, Lounges",4.5,not allow Outdoor seating,Meatpacking District,$11-30,https://www.yelp.com/biz/helens-new-york?osq=Restaurants,https://www.yelp.com/reservations/helens-new-york,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=30
Azule Cantina,Midtown West,"New Mexican Cuisine, Tacos",4.1,"allow Outdoor seating, allow Delivery, allow Takeout",,,https://www.yelp.com/biz/azule-cantina-new-york?osq=Restaurants,https://www.yelp.com/biz/RUsot7ERPbYA_wOKMlVpAQ?show_platform_modal=True,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=30
Vida Verde,Midtown West,"Cocktail Bars, Mexican, Venues & Event Spaces",4.3,"allow Outdoor seating, allow Delivery, allow Takeout",Midtown West,$11-30,https://www.yelp.com/biz/vida-verde-new-york?osq=Restaurants,https://www.yelp.com/biz/Xjswj531-FkRZPpcccU6kQ?show_platform_modal=True,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=30
Banter,West Village,"Breakfast & Brunch, Coffee & Tea, Acai Bowls",4.4,"allow Outdoor seating, allow Delivery, allow Takeout",West Village,$11-30,https://www.yelp.com/biz/banter-new-york-3?osq=Restaurants,https://www.yelp.com/biz/x8slUOJxMX2EJ0YUU0rrSg?show_platform_modal=True,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=30
Carla,Theater District,American (New),4.7,"allow Outdoor seating, allow Delivery, allow Takeout",Theater District,$11-30,https://www.yelp.com/biz/carla-new-york-2?osq=Restaurants,https://www.yelp.com/biz/Ig4LSE3TRPs5nSsfTgnniQ?show_platform_modal=True,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=30
Angelo’s Coal Oven Pizzeria,Midtown West,"Pizza, Italian",4.0,"allow Outdoor seating, allow Delivery, allow Takeout",Midtown West,$11-30,https://www.yelp.com/biz/angelos-coal-oven-pizzeria-new-york?osq=Restaurants,https://www.yelp.com/biz/tRIHhPKryUZ56SfIz6mLiA?show_platform_modal=True,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=30
Nan Xiang Xiao Long Bao - Manhattan,Koreatown,"Dim Sum, Desserts, Noodles",4.6,"not allow Outdoor seating, allow Delivery, allow Takeout",Koreatown,$11-30,https://www.yelp.com/biz/nan-xiang-xiao-long-bao-manhattan-new-york?osq=Restaurants,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=30,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=30
Raku,East Village,"Japanese, Noodles",4.4,"allow Outdoor seating, allow Delivery, allow Takeout",East Village,$11-30,https://www.yelp.com/biz/raku-new-york-7?osq=Restaurants,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=30,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=30
Carnegie Diner,Midtown West,"Burgers, Sandwiches, Breakfast & Brunch",3.9,"allow Outdoor seating, allow Delivery, allow Takeout",Midtown West,$11-30,https://www.yelp.com/biz/carnegie-diner-new-york?osq=Restaurants,https://www.yelp.com/reservations/carnegie-diner-new-york,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=30
53 NYC,Midtown West,"Asian Fusion, Bars, Seafood",4.2,"not allow Outdoor seating, allow Delivery, allow Takeout",,,https://www.yelp.com/biz/53-nyc-new-york?osq=Restaurants,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=40,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=40
La Pecora Bianca,Midtown West,"Bars, Italian, Breakfast & Brunch",4.1,"allow Delivery, allow Takeout",,,https://www.yelp.com/biz/la-pecora-bianca-new-york-6?osq=Restaurants,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=40,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=40
Bea,Midtown West,"American (New), Cocktail Bars",4.2,"allow Outdoor seating, not allow Delivery, allow Takeout",Midtown West,$11-30,https://www.yelp.com/biz/bea-new-york?osq=Restaurants,https://www.yelp.com/reservations/bea-new-york,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=40
Tatiana By Kwame Onwuachi,Upper West Side,"Caribbean, African",4.5,"not allow Outdoor seating, not allow Delivery, not allow Takeout",,,https://www.yelp.com/biz/tatiana-by-kwame-onwuachi-new-york-3?osq=Restaurants,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=40,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=40
Havana Central,Theater District,"Cuban, Latin American, Wine Bars",3.9,"allow Outdoor seating, allow Delivery, allow Takeout",Theater District,$11-30,https://www.yelp.com/biz/havana-central-new-york-6?osq=Restaurants,https://www.yelp.com/reservations/havana-central-new-york-6,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=40
Peachy Keen,Midtown West,"Desserts, Cocktail Bars, Breakfast & Brunch",4.3,"not allow Outdoor seating, allow Delivery, allow Takeout",Midtown West,$11-30,https://www.yelp.com/biz/peachy-keen-new-york?osq=Restaurants,https://www.yelp.com/biz/AsN3B_FjIDxjISs9K_d_ZQ?show_platform_modal=True,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=40
Trattoria Trecolori,Theater District,Italian,4.1,"not allow Outdoor seating, allow Delivery, allow Takeout",Theater District,$11-30,https://www.yelp.com/biz/trattoria-trecolori-new-york?osq=Restaurants,https://www.yelp.com/biz/DoSU8IPq-Py_YV3kYmXPfQ?show_platform_modal=True,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=40
Dim Sum Palace,Midtown West,"Dim Sum, Seafood, Cantonese",4.0,"allow Outdoor seating, allow Delivery, allow Takeout",Midtown West,$11-30,https://www.yelp.com/biz/dim-sum-palace-new-york-7?osq=Restaurants,https://www.yelp.com/biz/-lgNzAEyFr8LCTuBTWnAMg?show_platform_modal=True,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=40
Seamore’s  Market Bar,Theater District,"Seafood, Tacos, Cocktail Bars",4.8,"allow Outdoor seating, allow Delivery, allow Takeout",Theater District,$11-30,https://www.yelp.com/biz/seamores-market-bar-new-york-3?osq=Restaurants,https://www.yelp.com/biz/8zDdTqBIxXNcEFY63C8rWQ?show_platform_modal=True,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=40
Tavola,Midtown West,"Italian, Pizza, Wine Bars",4.1,"not allow Outdoor seating, allow Delivery, allow Takeout",Midtown West,$11-30,https://www.yelp.com/biz/tavola-new-york?osq=Restaurants,https://www.yelp.com/reservations/tavola-new-york,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=40
Joe’s Shanghai,Chinatown,"Shanghainese, Seafood, Noodles",3.8,"not allow Outdoor seating, allow Delivery, allow Takeout",Chinatown,$11-30,https://www.yelp.com/biz/joes-shanghai-new-york-2?osq=Restaurants,https://www.yelp.com/biz/0CjK3esfpFcxIopebzjFxA?show_platform_modal=True,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=50
Jack’s Wife Freda,Chelsea,"Breakfast & Brunch, Desserts, Sandwiches",3.9,"allow Outdoor seating, allow Delivery, allow Takeout",Chelsea,$11-30,https://www.yelp.com/biz/jacks-wife-freda-new-york-4?osq=Restaurants,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=50,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=50
Frying Pan,,"Bars, Seafood",3.8,"allow Outdoor seating, not allow Delivery, not allow Takeout",,$11-30,https://www.yelp.com/biz/frying-pan-new-york?osq=Restaurants,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=50,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=50
Zen Ramen & Sushi,Midtown West,"Sushi Bars, Ramen, Salad",4.5,"allow Outdoor seating, allow Delivery, allow Takeout",Midtown West,$11-30,https://www.yelp.com/biz/zen-ramen-and-sushi-new-york?osq=Restaurants,https://www.yelp.com/biz/mESab-FqL5QqSVsnX72asQ?show_platform_modal=True,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=50
Buvette,West Village,"French, Wine Bars, Cocktail Bars",4.0,"allow Outdoor seating, allow Delivery, allow Takeout",West Village,$11-30,https://www.yelp.com/biz/buvette-new-york?osq=Restaurants,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=50,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=50
Osteria Delbianco,Midtown East,Italian,4.6,"allow Outdoor seating, allow Delivery, allow Takeout",Midtown East,$31-60,https://www.yelp.com/biz/osteria-delbianco-new-york?osq=Restaurants,https://www.yelp.com/reservations/osteria-delbianco-new-york,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=50
Kaoru,Midtown East,Japanese,4.3,"allow Outdoor seating, allow Delivery, allow Takeout",Midtown East,$11-30,https://www.yelp.com/biz/kaoru-new-york?osq=Restaurants,https://www.yelp.com/biz/diz6_4TVSP6EdWEZCZ0Acg?show_platform_modal=True,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=50
Souvlaki GR Midtown,Midtown West,Greek,4.0,"allow Outdoor seating, allow Delivery, allow Takeout",Midtown West,$11-30,https://www.yelp.com/biz/souvlaki-gr-midtown-new-york-3?osq=Restaurants,https://www.yelp.com/biz/oY-tooKEm8F-6Il1JOQzKg?show_platform_modal=True,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=50
